Target,1,0,0,0,0,0,0
Transf,2,2,2,2,2,2,2
Data,"Gross Domestic Product, Total, Calendar Adjusted (BV4.1), Current Prices, SA (BV4.1), EUR","Income Approach, Gross National Income, Net National Income, Total, Total, SA (BV4.1), EUR","Income Approach, Gross National Income, Net National Income, Disposable Income, Of the Economy, SA (BV4.1), EUR","Wages & Salaries, Net, Resident Concept, SA (BV4.1), EUR","Income Approach, Gross National Income, Net National Income, Compensation of Employees, Per Employee (Monthly), Domestic Concept, SA (BV4.1), EUR","Earnings, Nominal, Index","Wages & Salaries, Net, Resident Concept, SA (BV4.1), EUR"
1995-03-31,4.683E+11,3.93148E+11,3.86169E+11,1.35173E+11,2434,68.5,1.35173E+11
1995-06-30,4.74933E+11,3.96845E+11,3.90092E+11,1.35561E+11,2467,73.3,1.35561E+11
1995-09-30,4.77635E+11,3.97868E+11,3.90589E+11,1.35698E+11,2479,70.6,1.35698E+11
1995-12-31,4.78199E+11,3.9828E+11,3.90639E+11,1.36492E+11,2498,82.8,1.36492E+11
1996-03-31,4.78232E+11,4.00762E+11,3.93767E+11,1.37775E+11,2487,70.1,1.37775E+11
1996-06-30,4.80458E+11,3.99703E+11,3.92098E+11,1.37672E+11,2486,74,1.37672E+11
1996-09-30,4.83404E+11,4.02683E+11,3.96635E+11,1.37616E+11,2502,71.4,1.37616E+11
1996-12-31,4.86296E+11,4.05351E+11,3.98443E+11,1.36689E+11,2510,83.2,1.36689E+11
1997-03-31,4.8832E+11,4.02427E+11,3.95455E+11,1.35471E+11,2513,70.4,1.35471E+11
1997-06-30,4.91471E+11,4.11395E+11,4.04454E+11,1.35174E+11,2512,74.3,1.35174E+11
1997-09-30,4.94042E+11,4.11511E+11,4.03935E+11,1.35041E+11,2509,71.1,1.35041E+11
1997-12-31,4.98547E+11,4.13244E+11,4.07E+11,1.35666E+11,2520,83.1,1.35666E+11
1998-03-31,5.02108E+11,4.18519E+11,4.10742E+11,1.37033E+11,2528,70.8,1.37033E+11
1998-06-30,5.03786E+11,4.15421E+11,4.0919E+11,1.37919E+11,2530,75.1,1.37919E+11
1998-09-30,5.0558E+11,4.19533E+11,4.13042E+11,1.38888E+11,2540,71.9,1.38888E+11
1998-12-31,5.06832E+11,4.21281E+11,4.14357E+11,1.39637E+11,2545,83.6,1.39637E+11
1999-03-31,5.09789E+11,4.20345E+11,4.1446E+11,1.40488E+11,2548,71.2,1.40488E+11
1999-06-30,5.11626E+11,4.25548E+11,4.19093E+11,1.42562E+11,2570,76.5,1.42562E+11
1999-09-30,5.17082E+11,4.2943E+11,4.2245E+11,1.4426E+11,2568,72.9,1.4426E+11
1999-12-31,5.21612E+11,4.34928E+11,4.28586E+11,1.45681E+11,2571,84.5,1.45681E+11
2000-03-31,5.2427E+11,4.36401E+11,4.29295E+11,1.48031E+11,2581,72.5,1.48031E+11
2000-06-30,5.29578E+11,4.36266E+11,4.29377E+11,1.49227E+11,2587,77,1.49227E+11
2000-09-30,5.3131E+11,4.35671E+11,4.28947E+11,1.5093E+11,2608,74,1.5093E+11
2000-12-31,5.33123E+11,4.40729E+11,4.33237E+11,1.51894E+11,2620,85.8,1.51894E+11
2001-03-31,5.41249E+11,4.4481E+11,4.38392E+11,1.53429E+11,2635,74.2,1.53429E+11
2001-06-30,5.44464E+11,4.47298E+11,4.40277E+11,1.54413E+11,2645,78.6,1.54413E+11
2001-09-30,5.46015E+11,4.47861E+11,4.41062E+11,1.54613E+11,2649,75.2,1.54613E+11
2001-12-31,5.50548E+11,4.52876E+11,4.46083E+11,1.55402E+11,2665,87.5,1.55402E+11
2002-03-31,5.50581E+11,4.47611E+11,4.40191E+11,1.55035E+11,2665,75.1,1.55035E+11
2002-06-30,5.51733E+11,4.5219E+11,4.44801E+11,1.55358E+11,2674,79.6,1.55358E+11
2002-09-30,5.5511E+11,4.54752E+11,4.48499E+11,1.55638E+11,2690,76.6,1.55638E+11
2002-12-31,5.55104E+11,4.53129E+11,4.461E+11,1.55685E+11,2702,88.8,1.55685E+11
2003-03-31,5.53184E+11,4.52198E+11,4.45406E+11,1.53925E+11,2713,76.3,1.53925E+11
2003-06-30,5.54142E+11,4.51766E+11,4.44483E+11,1.53289E+11,2722,80.7,1.53289E+11
2003-09-30,5.5735E+11,4.57691E+11,4.49484E+11,1.54173E+11,2732,77.5,1.54173E+11
2003-12-31,5.60774E+11,4.60656E+11,4.53179E+11,1.54383E+11,2732,89.1,1.54383E+11
2004-03-31,5.6461E+11,4.7218E+11,4.65179E+11,1.56609E+11,2732,77.3,1.56609E+11
2004-06-30,5.66928E+11,4.74179E+11,4.66852E+11,1.57513E+11,2728,81.5,1.57513E+11
2004-09-30,5.65862E+11,4.75021E+11,4.67625E+11,1.57051E+11,2727,77.5,1.57051E+11
2004-12-31,5.66198E+11,4.79363E+11,4.7225E+11,1.5742E+11,2733,89.1,1.5742E+11
2005-03-31,5.69158E+11,4.73452E+11,4.651E+11,1.57179E+11,2736,77.7,1.57179E+11
2005-06-30,5.7132E+11,4.82459E+11,4.74884E+11,1.56794E+11,2738,81.9,1.56794E+11
2005-09-30,5.76704E+11,4.85364E+11,4.78118E+11,1.56601E+11,2733,77.7,1.56601E+11
2005-12-31,5.80583E+11,4.88323E+11,4.81238E+11,1.56699E+11,2735,89.1,1.56699E+11
2006-03-31,5.85645E+11,4.97342E+11,4.90634E+11,1.56159E+11,2751,77.9,1.56159E+11
2006-06-30,5.95176E+11,5.03447E+11,4.96157E+11,1.57166E+11,2756,82.6,1.57166E+11
2006-09-30,6.02002E+11,5.1109E+11,5.033E+11,1.58625E+11,2770,78.5,1.58625E+11
2006-12-31,6.12647E+11,5.21059E+11,5.1349E+11,1.59012E+11,2772,89.9,1.59012E+11
2007-03-31,6.20835E+11,5.2611E+11,5.186E+11,1.60649E+11,2772,79.1,1.60649E+11
2007-06-30,6.25853E+11,5.25144E+11,5.17498E+11,1.61728E+11,2782,83.9,1.61728E+11
2007-09-30,6.32358E+11,5.34225E+11,5.25961E+11,1.62314E+11,2789,79.5,1.62314E+11
2007-12-31,6.3724E+11,5.39911E+11,5.31658E+11,1.641E+11,2800,91.4,1.641E+11
2008-03-31,6.45957E+11,5.39447E+11,5.30541E+11,1.66566E+11,2824,81.3,1.66566E+11
2008-06-30,6.44752E+11,5.43528E+11,5.34632E+11,1.67326E+11,2842,87.1,1.67326E+11
2008-09-30,6.39199E+11,5.3595E+11,5.27586E+11,1.68094E+11,2849,81.8,1.68094E+11
2008-12-31,6.29065E+11,5.24137E+11,5.15644E+11,1.6844E+11,2864,93.8,1.6844E+11
2009-03-31,6.12553E+11,5.12267E+11,5.03507E+11,1.66548E+11,2844,81.8,1.66548E+11
2009-06-30,6.10931E+11,5.10032E+11,5.03254E+11,1.67181E+11,2843,86.5,1.67181E+11
2009-09-30,6.14546E+11,5.17445E+11,5.09909E+11,1.68941E+11,2857,82.2,1.68941E+11
2009-12-31,6.2289E+11,5.2509E+11,5.1573E+11,1.7004E+11,2865,94,1.7004E+11
2010-03-31,6.31649E+11,5.30092E+11,5.20977E+11,1.7305E+11,2897,83.2,1.7305E+11
2010-06-30,6.40787E+11,5.40548E+11,5.30643E+11,1.74913E+11,2912,89.2,1.74913E+11
2010-09-30,6.48623E+11,5.46199E+11,5.36212E+11,1.76259E+11,2934,84.2,1.76259E+11
2010-12-31,6.56236E+11,5.57048E+11,5.48442E+11,1.78022E+11,2956,96.7,1.78022E+11
2011-03-31,6.68125E+11,5.67973E+11,5.59086E+11,1.7975E+11,2982,86.4,1.7975E+11
2011-06-30,6.72622E+11,5.71798E+11,5.63617E+11,1.81327E+11,3003,92.8,1.81327E+11
2011-09-30,6.77366E+11,5.77678E+11,5.69228E+11,1.8308E+11,3017,86.7,1.8308E+11
2011-12-31,6.81768E+11,5.79052E+11,5.70842E+11,1.84857E+11,3034,99,1.84857E+11
2012-03-31,6.85549E+11,5.83864E+11,5.74991E+11,1.86592E+11,3055,88.2,1.86592E+11
2012-06-30,6.87495E+11,5.79532E+11,5.7092E+11,1.88626E+11,3079,95.1,1.88626E+11
2012-09-30,6.9153E+11,5.82117E+11,5.73565E+11,1.89805E+11,3095,89.3,1.89805E+11
2012-12-31,6.94621E+11,5.84465E+11,5.74588E+11,1.91529E+11,3109,101.7,1.91529E+11
2013-03-31,6.96303E+11,5.83254E+11,5.72487E+11,1.9225E+11,3112,89.5,1.9225E+11
2013-06-30,7.04883E+11,5.97261E+11,5.86646E+11,1.93541E+11,3131,96.4,1.93541E+11
2013-09-30,7.11657E+11,5.99483E+11,5.88652E+11,1.95456E+11,3152,90.5,1.95456E+11
2013-12-31,7.17483E+11,6.04061E+11,5.93155E+11,1.96743E+11,3170,103,1.96743E+11
2014-03-31,7.27402E+11,6.12275E+11,6.0284E+11,1.99471E+11,3201,91.9,1.99471E+11
2014-06-30,7.31193E+11,6.14298E+11,6.04739E+11,2.00942E+11,3216,98.9,2.00942E+11
2014-09-30,7.37716E+11,6.20862E+11,6.1104E+11,2.02438E+11,3239,92.9,2.02438E+11
2014-12-31,7.46399E+11,6.27757E+11,6.1912E+11,2.03745E+11,3260,105.8,2.03745E+11
2015-03-31,7.50663E+11,6.3432E+11,6.23086E+11,2.0528E+11,3278,94.3,2.0528E+11
2015-06-30,7.58038E+11,6.37686E+11,6.30203E+11,2.08168E+11,3310,102.1,2.08168E+11
2015-09-30,7.66286E+11,6.50163E+11,6.41841E+11,2.10455E+11,3327,95.2,2.10455E+11
2015-12-31,7.73566E+11,6.56822E+11,6.45788E+11,2.12676E+11,3345,108.4,2.12676E+11
2016-03-31,7.80897E+11,6.58495E+11,6.48201E+11,2.1422E+11,3361,97,2.1422E+11
2016-06-30,7.87834E+11,6.69894E+11,6.65855E+11,2.16201E+11,3374,104.1,2.16201E+11
2016-09-30,7.90462E+11,6.68041E+11,6.56079E+11,2.18008E+11,3398,97.4,2.18008E+11
2016-12-31,7.97561E+11,6.75496E+11,6.66908E+11,2.20428E+11,3419,110.9,2.20428E+11
2017-03-31,8.06847E+11,6.86646E+11,6.71588E+11,2.22387E+11,3441,99.6,2.22387E+11
2017-06-30,8.14235E+11,6.86743E+11,6.75145E+11,2.24385E+11,3465,107.1,2.24385E+11
2017-09-30,8.25277E+11,6.97711E+11,6.88494E+11,2.26726E+11,3483,99.8,2.26726E+11
2017-12-31,8.32018E+11,7.02233E+11,6.91237E+11,2.29305E+11,3511,113.3,2.29305E+11
2018-03-31,8.38064E+11,7.06299E+11,6.96086E+11,2.32003E+11,3533,102.3,2.32003E+11
2018-06-30,8.45917E+11,7.15067E+11,7.06642E+11,2.34682E+11,3562,109.8,2.34682E+11
2018-09-30,8.50034E+11,7.16547E+11,7.04289E+11,2.38211E+11,3599,103.4,2.38211E+11
2018-12-31,8.55655E+11,7.20395E+11,7.08182E+11,2.40394E+11,3624,117,2.40394E+11
